vid,utter_id_x,emotion,C-E1,C-E2,C-E4,sentence,utter_id_y,label,Valence,Arousal,Dominance
Ses02F_impro03,Ses02F_impro03_M023,hap,Happiness,Neutral,Excited,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",37,0,4.25,3.75,2.75
Ses02F_impro03,Ses02F_impro03_F026,hap,Excited,Happiness,Happiness,"Yeah, it's pretty good.",38,0,4.5,2.75,2.5
Ses02F_impro03,Ses02F_impro03_M024,exc,Excited,Excited,Excited,"Well--can--I mean, let me know--I want- I want invitations and--",39,4,4.0,4.25,3.25
Ses02F_impro03,Ses02F_impro03_F027,hap,Excited,Happiness,Happiness,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",40,0,4.5,3.25,2.75
Ses02F_impro03,Ses02F_impro03_M025,exc,Happiness,Excited,Excited,"Oh, yes.  This is the whole [GARBAGE]",41,4,4.0,3.5,2.75
Ses02F_impro03,Ses02F_impro03_F028,exc,Happiness,Excited,Excited,"It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure.",42,4,4.75,3.5,2.5
Ses02F_impro03,Ses02F_impro03_F029,hap,Happiness,Happiness,Excited,She'll be like--flowers and the--,43,0,4.5,3.75,3.0
Ses02F_impro03,Ses02F_impro03_M026,hap,Happiness,Happiness,Happiness,"It'll be good.  Wow, that's great.",44,0,4.0,2.75,2.5
Ses02F_impro03,Ses02F_impro03_F030,hap,Happiness,Excited,Happiness,"Oh, thank you. [LAUGHTER]",45,0,4.5,3.5,2.25
Ses02M_impro07,Ses02M_impro07_F000,exc,Neutral,Excited,Excited,"Oh, yeah? Have you gotten letters yet?",0,4,3.5,3.5,3.0
Ses02M_impro07,Ses02M_impro07_F001,exc,Excited,Happiness,Excited,"Um, I don't know, where?",1,4,4.0,3.0,2.5
Ses02M_impro07,Ses02M_impro07_M002,exc,Excited,Excited,Excited,U.S.C..,2,4,5.0,4.0,4.0
Ses02M_impro07,Ses02M_impro07_F003,exc,Excited,Surprise,Excited,"Oh my Gosh, that's so cool.",3,4,4.5,4.0,3.5
Ses02M_impro07,Ses02M_impro07_F003,exc,Excited,Surprise,Excited,"Oh my Gosh, that's so cool.",5,4,4.5,4.0,3.5
Ses02M_impro07,Ses02M_impro07_F004,exc,Excited,Excited,Excited,"[LAUGHTER] It's gotta be it, like-",4,4,4.5,4.5,4.0
Ses02M_impro07,Ses02M_impro07_M006,exc,Excited,Excited,Excited,"but big packet, big packet is nice",6,4,4.5,4.5,4.5
Ses02M_impro07,Ses02M_impro07_F006,exc,Excited,Excited,Excited,big packet is gotta be the real thing. yeah,7,4,5.0,4.5,4.0
Ses02M_impro07,Ses02M_impro07_M007,exc,Excited,Excited,Excited,"So it's like, yes, rip it open and there it is big - oh, yes.",8,4,4.5,4.0,4.5
Ses02M_impro07,Ses02M_impro07_F007,exc,Excited,Excited,Excited,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",9,4,4.0,3.5,4.0
Ses02M_impro07,Ses02M_impro07_F008,exc,Excited,Excited,Excited,That's so cool.,10,4,4.0,3.0,3.0
Ses02M_impro07,Ses02M_impro07_M008,exc,Excited,Happiness,Excited,"Yeah. I know, I know.",11,4,3.5,3.0,3.5
Ses02M_impro07,Ses02M_impro07_M009,hap,Happiness,Happiness,Neutral,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,12,0,3.0,4.0,4.0
Ses02M_impro07,Ses02M_impro07_M010,hap,Happiness,Happiness,Neutral,and everything like but,13,0,3.0,3.0,2.5
Ses02M_impro07,Ses02M_impro07_F009,exc,Excited,Happiness,Excited,"Yeah, totally.",14,4,3.0,3.5,3.0
Ses02M_impro07,Ses02M_impro07_M011,hap,Happiness,Happiness,Neutral,"it was good, yeah. I mean-",15,0,3.5,2.5,2.5
Ses02M_impro07,Ses02M_impro07_F010,exc,Excited,Excited,Excited,So you're going to be right here in Los Angeles   that is so cool.,16,4,4.5,4.0,4.0
Ses02M_impro07,Ses02M_impro07_M013,exc,Excited,Excited,Neutral,I'm looking forward to it.,17,4,3.5,3.0,3.0
Ses02M_impro07,Ses02M_impro07_F011,exc,Excited,Excited,Excited,So can we hang out?,18,4,4.0,3.0,3.0
Ses02M_impro07,Ses02M_impro07_M014,exc,Happiness,Excited,Excited,"Hey, yes, you know that's - that's what I'm coming for.",19,4,4.5,3.5,4.0
Ses02M_impro07,Ses02M_impro07_F012,exc,Excited,Happiness,Excited,Yay.,20,4,4.5,3.5,3.0
Ses02M_impro07,Ses02M_impro07_M015,exc,Excited,Happiness,Excited,You're half the reason I'm going. [LAUGHTER],21,4,4.5,4.0,4.0
Ses02M_impro07,Ses02M_impro07_F013,exc,Excited,Happiness,Excited,"Oh, yay. Thank you. [LAUGHTER].",22,4,4.5,4.5,3.5
Ses02M_impro07,Ses02M_impro07_F014,hap,Happiness,Happiness,Excited,No but that's an awesome school. That's so cool.,23,0,4.0,4.5,3.5
Ses02M_impro07,Ses02M_impro07_F015,hap,Happiness,Happiness,Excited,"Oh, totally totally.",24,0,3.5,2.5,3.0
Ses02M_impro07,Ses02M_impro07_M017,exc,Excited,Happiness,Excited,"You know what I mean, I bet the home games, are just like nuts you know.",25,4,4.0,3.5,3.5
Ses02M_impro07,Ses02M_impro07_F016,hap,Happiness,Happiness,Excited,you get to like be a part of that.,26,0,3.5,3.0,3.0
Ses02M_impro07,Ses02M_impro07_F017,hap,Happiness,Happiness,Excited,"Like you get to be a part of that. Like the, like the- Like a cult.",27,0,3.5,3.0,3.5
Ses02M_impro07,Ses02M_impro07_M018,exc,Excited,Happiness,Excited,What?,28,4,3.5,3.0,3.0
Ses02M_impro07,Ses02M_impro07_M019,exc,Excited,Happiness,Excited,[LAUGHTER] I know. I mean part of-,29,4,4.5,4.0,3.0
Ses02M_impro07,Ses02M_impro07_F018,hap,Happiness,Happiness,Excited,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",30,0,4.5,4.5,4.0
Ses02M_impro07,Ses02M_impro07_M020,exc,Excited,Happiness,Excited,Yeah. Right. A cult. I'm looking forward to being in the cult.,31,4,4.5,4.0,4.0
Ses02M_impro07,Ses02M_impro07_M021,exc,Excited,Happiness,Excited,"Right I know, like you, it won't hurt, I mean national champions last year, wow, you know",32,4,4.5,3.5,4.5
Ses02M_impro07,Ses02M_impro07_M022,exc,Excited,Happiness,Excited,Maybe we'll do it again this year.,33,4,3.5,2.5,2.5
Ses02M_impro07,Ses02M_impro07_F019,hap,Happiness,Happiness,Excited,So you know what you are going to do there?,34,0,3.5,2.5,3.5
Ses02M_impro07,Ses02M_impro07_M023,hap,Happiness,Happiness,Neutral,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",35,0,3.5,4.0,2.5
Ses02M_impro07,Ses02M_impro07_M024,hap,Happiness,Happiness,Neutral,"I-I don't know. Kind of a broad,",36,0,3.0,3.5,2.5
Ses02M_impro07,Ses02M_impro07_F020,hap,Happiness,Happiness,Neutral,"Okay. They have a lot of good schools, right?",37,0,4.0,3.0,3.0
Ses02M_impro07,Ses02M_impro07_M025,hap,Happiness,Happiness,Neutral,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school  so really, whatever I pick I can't go wrong. I mean I'm just",38,0,3.5,3.5,4.0
Ses02M_impro07,Ses02M_impro07_M026,hap,Happiness,Happiness,Excited,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",39,0,4.0,4.0,4.0
Ses02M_impro07,Ses02M_impro07_F021,hap,Happiness,Happiness,Neutral,"Yes, it's intimate.",40,0,3.5,2.5,3.0
Ses02M_impro07,Ses02M_impro07_F022,exc,Excited,Excited,Excited,I know. It's so cool.,41,4,4.5,4.5,3.5
Ses02M_impro07,Ses02M_impro07_F023,exc,Excited,Excited,Excited,"Fair for you, Wow, oh my Gosh.",42,4,3.5,3.5,3.0
Ses02M_impro07,Ses02M_impro07_M029,exc,Excited,Excited,Excited,I mean you got to - you got to show me the ropes 'cause I've never been there before so I mean you know your way around already and- [LAUGHTER],43,4,3.5,4.0,4.0
Ses02M_impro07,Ses02M_impro07_F024,hap,Happiness,Happiness,Excited,I will do the best I can.,44,0,4.0,3.5,3.0
Ses02M_impro07,Ses02M_impro07_F025,exc,Excited,Happiness,Excited,"Well, there are all kinds of awesome secrets so you'll really enjoy it. It's really great. I'm so glad.",45,4,4.0,3.5,3.5
Ses02M_impro07,Ses02M_impro07_M030,hap,Happiness,Happiness,Excited,"Oh, alright.",46,0,4.0,2.5,3.5
Ses02M_impro07,Ses02M_impro07_M031,exc,Excited,Excited,Excited,"I'm-I'm looking forward to that. [BREATHING] man, So yeah, I think I'm going to come out a little early so I mean I'll give you a call and we'll definitely-",47,4,4.0,4.0,3.5
Ses02M_impro07,Ses02M_impro07_F026,exc,Excited,Excited,Excited,Yay,48,4,4.0,3.0,3.5
Ses02M_impro07,Ses02M_impro07_F027,exc,Excited,Happiness,Excited,"Okay. Yes, totally come visit",49,4,3.5,2.5,3.5
Ses02M_impro07,Ses02M_impro07_F028,hap,Happiness,Happiness,Neutral,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",50,0,4.0,3.0,3.5
Ses02M_impro07,Ses02M_impro07_M032,exc,Excited,Happiness,Excited,"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",51,4,4.5,3.0,4.0
Ses02M_impro07,Ses02M_impro07_F029,hap,Happiness,Happiness,Excited,So Congratulations. That's awesome.,52,0,4.0,3.0,3.0
Ses02M_script02_2,Ses02M_script02_2_M000,neu,Excited,Neutral,Neutral,So what do you think?,0,2,3.5,3.0,2.5
Ses02M_script02_2,Ses02M_script02_2_M001,neu,Excited,Neutral,Neutral,What I was saying.,1,2,3.0,2.5,3.0
Ses02M_script02_2,Ses02M_script02_2_F001,fru,Frustration,Frustration,Other,It's ridiculous.,2,5,3.0,2.0,2.5
Ses02M_script02_2,Ses02M_script02_2_M002,neu,Frustration,Neutral,Neutral,Certainly it's not. Slightly exaggerated scientific fact.,3,2,2.5,3.5,4.0
Ses02M_script02_2,Ses02M_script02_2_M005,fru,Frustration,Frustration,Other,"Carla, can I ask you something? Don't take this wrong but are you having your period?",4,5,3.0,3.5,2.0
Ses02M_script02_2,Ses02M_script02_2_F005,ang,Frustration,Anger,Anger,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,5,3,1.5,4.5,4.5
Ses02M_script02_2,Ses02M_script02_2_M006,fru,Frustration,Frustration,Frustration,"Well, what's bugging you?",6,5,1.5,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_F006,ang,Frustration,Anger,Anger,We just have different ideas of what this evening is supposed to look like.,7,3,1.5,4.0,4.5
Ses02M_script02_2,Ses02M_script02_2_M007,fru,Frustration,Frustration,Frustration,"There is nothing to it, we come here, the Grunion arrive, then do their little fish business, we go oh ah look, they go home, we go home.",8,5,2.5,4.0,4.0
Ses02M_script02_2,Ses02M_script02_2_F007,fru,Frustration,Anger,Frustration,For heavens sake we are not going to see the Grunions.,9,5,1.5,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_M008,fru,Frustration,Frustration,Frustration,Why not?,10,5,2.5,3.5,3.0
Ses02M_script02_2,Ses02M_script02_2_F008,fru,Frustration,Anger,Frustration,"We never do, do we? I mean have we ever?",11,5,2.0,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_M009,fru,Frustration,Frustration,Frustration,We've missed them twice   that's not ever.,12,5,2.5,3.0,3.0
Ses02M_script02_2,Ses02M_script02_2_F009,fru,Frustration,Anger,Frustration,"Twice is every time we've tried, that's ever.",13,5,2.5,3.0,4.0
Ses02M_script02_2,Ses02M_script02_2_M010,neu,Frustration,Neutral,Neutral,"Well, we'll see them this year.",14,2,2.5,3.0,4.0
Ses02M_script02_2,Ses02M_script02_2_F010,fru,Frustration,Anger,Frustration,"No we won't  it's pointless. It's like waiting up to see Santa Claus,",15,5,1.5,4.0,4.5
Ses02M_script02_2,Ses02M_script02_2_F011,ang,Anger,Anger,Frustration,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,16,3,1.5,4.0,4.5
Ses02M_script02_2,Ses02M_script02_2_M011,fru,Frustration,Frustration,Frustration,I thought you wanted to see them.,17,5,2.5,2.5,2.0
Ses02M_script02_2,Ses02M_script02_2_F012,fru,Frustration,Frustration,Frustration,You don't understand anything I'm saying.,18,5,1.5,3.0,3.5
Ses02M_script02_2,Ses02M_script02_2_M012,fru,Frustration,Frustration,Frustration,No of course not.,19,5,2.5,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_F013,ang,Anger,Anger,Frustration,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",20,3,1.5,3.5,4.5
Ses02M_script02_2,Ses02M_script02_2_F014,fru,Frustration,Anger,Frustration,For heavens sake this isn't about fish.,21,5,1.0,4.5,4.5
Ses02M_script02_2,Ses02M_script02_2_M014,fru,Frustration,Frustration,Other,All right. I've been trying to work this backwards but I cannot seem to pinpoint the moment that we took a turn for the worst.,22,5,2.5,4.0,4.0
Ses02M_script02_2,Ses02M_script02_2_M015,neu,Frustration,Neutral,Neutral,"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said",23,2,2.5,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_M016,neu,Frustration,Neutral,Neutral,"""the Grunion are running tonight,"" I said ""great, let's go, I feel lucky,""",24,2,3.0,4.0,3.5
Ses02M_script02_2,Ses02M_script02_2_M017,neu,Frustration,Neutral,Neutral,"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-",25,2,3.0,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_F015,sad,Sadness,Sadness,Sadness,Do you remember the first time we came to see it? It was about four years ago right after we got married.,26,1,2.5,3.0,3.0
Ses02M_script02_2,Ses02M_script02_2_F016,sad,Sadness,Sadness,Sadness,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",27,1,2.5,3.5,4.0
Ses02M_script02_2,Ses02M_script02_2_F017,sad,Sadness,Happiness,Sadness,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,28,1,4.0,4.0,4.5
Ses02M_script02_2,Ses02M_script02_2_F018,sad,Sadness,Happiness,Sadness,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",29,1,3.0,4.0,4.0
Ses02M_script02_2,Ses02M_script02_2_F019,sad,Sadness,Happiness,Sadness,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",30,1,4.0,4.0,4.0
Ses02M_script02_2,Ses02M_script02_2_M019,exc,Excited,Neutral,Excited,"It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?",31,4,4.0,4.0,3.5
Ses02M_script02_2,Ses02M_script02_2_M020,exc,Excited,Neutral,Excited,"Of course, I see it now  you want this to be like that other time, right? That's it, right?",32,4,4.0,4.0,3.0
Ses02M_script02_2,Ses02M_script02_2_F020,sad,Frustration,Sadness,Sadness,I'd rather not remember some things. I would rather not hope for some things.,33,1,2.0,2.5,3.5
Ses02M_script02_2,Ses02M_script02_2_M021,neu,Excited,Neutral,Neutral,"Yea. Okay, sure, no. I see. Listen, you want to dance?",34,2,3.0,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_F021,sad,Sadness,Sadness,Neutral,No.,35,1,3.0,2.0,2.0
Ses02M_script02_2,Ses02M_script02_2_F021,sad,Sadness,Sadness,Neutral,No.,37,1,3.0,2.0,2.0
Ses02M_script02_2,Ses02M_script02_2_F021,sad,Sadness,Sadness,Neutral,No.,40,5,3.0,2.0,2.0
Ses02M_script02_2,Ses02M_script02_2_F021,sad,Sadness,Sadness,Neutral,No.,42,5,3.0,2.0,2.0
Ses02M_script02_2,Ses02M_script02_2_F021,sad,Sadness,Sadness,Neutral,No.,44,5,3.0,2.0,2.0
Ses02M_script02_2,Ses02M_script02_2_M022,neu,Excited,Neutral,Neutral,You want to go get some champagne?,36,2,3.0,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_M023,neu,Excited,Neutral,Neutral,Take off our shoes?,38,2,3.0,3.0,2.5
Ses02M_script02_2,Ses02M_script02_2_M025,neu,Frustration,Neutral,Neutral,Get married again?,39,2,2.5,3.0,3.0
Ses02M_script02_2,Ses02M_script02_2_M026,fru,Frustration,Frustration,Frustration,What? What? You want a divorce?,41,5,2.0,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_M027,fru,Frustration,Frustration,Frustration,A vacation?,43,5,2.0,3.0,3.5
Ses02M_script02_2,Ses02M_script02_2_M028,fru,Frustration,Frustration,Frustration,"A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?",45,5,2.0,4.5,4.0
Ses02M_script02_2,Ses02M_script02_2_F028,fru,Frustration,Anger,Frustration,I want something to turn out the way that it supposed to.,46,5,1.5,3.5,4.5
Ses02M_script02_2,Ses02M_script02_2_M029,ang,Anger,Anger,Frustration,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",47,3,1.0,4.5,4.5
Ses02M_script02_2,Ses02M_script02_2_M031,fru,Frustration,Sadness,Frustration,"No, no, just like you I thought it was going to be all like peaches and roses and sand in our toes, and wind in our hair, and the fish will always come and the bills will pay themselves and we'll have three, fat, rosy kids and ha-ha baby the joke is on us",48,5,2.0,3.0,4.0
Ses02M_script02_2,Ses02M_script02_2_M032,fru,Frustration,Anger,Frustration,"'cause you know what you get Carla, you know what you get? This.",49,5,2.0,3.5,4.0
Ses02M_script02_2,Ses02M_script02_2_F029,fru,Frustration,Frustration,Sadness,"This? What, what is this? This isn't even anything.",50,5,2.0,4.0,4.0
Ses02M_script02_2,Ses02M_script02_2_F030,fru,Anger,Frustration,Frustration,"I'm sure, this is standing on the beach, this is waiting, this is fighting.",51,5,1.5,3.5,4.0
Ses02M_script02_2,Ses02M_script02_2_F031,sad,Sadness,Sadness,Frustration,"Well, but this isn't anything like I thought anything would be like.",52,1,2.0,4.0,4.0
Ses02M_script02_2,Ses02M_script02_2_M035,sad,Sadness,Sadness,Neutral,"No, I know. Me neither.",53,1,3.0,2.5,3.0
Ses02M_script02_2,Ses02M_script02_2_F032,fru,Sadness,Frustration,Frustration,I mean it's -- this is just this. I mean it includes a lot and everything but isn't something else. Do you have any idea what I'm trying to say?,54,5,1.5,3.5,4.0
Ses02M_script02_2,Ses02M_script02_2_F034,sad,Sadness,Sadness,Frustration,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",55,1,2.0,3.5,4.0
Ses02M_script02_2,Ses02M_script02_2_M037,sad,Sadness,Sadness,Sadness,Maybe if you were with somebody else too.,56,1,2.0,3.0,2.0
Ses02M_script02_2,Ses02M_script02_2_M038,sad,Sadness,Sadness,Sadness,"No, I know. But still, I know I don't make you happy.",57,1,2.0,2.5,3.5
Ses02M_script02_2,Ses02M_script02_2_F037,hap,Excited,Happiness,Happiness,Don't be ridiculous. I mean don't you know that?,58,0,2.0,3.0,3.5
Ses02M_script02_2,Ses02M_script02_2_F038,sad,Excited,Sadness,Sadness,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",59,1,2.0,4.0,4.5
Ses02M_script02_2,Ses02M_script02_2_M040,hap,Happiness,Happiness,Neutral,"Now that you mention it. No, I don't.",60,0,3.0,2.0,3.0
Ses02M_script02_2,Ses02M_script02_2_M041,hap,Excited,Happiness,Happiness,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.,61,0,4.0,3.0,3.5
Ses02M_script02_2,Ses02M_script02_2_M042,hap,Excited,Happiness,Happiness,What have we got here?,62,0,4.0,3.5,3.5
Ses02M_script02_2,Ses02M_script02_2_F042,hap,Excited,Happiness,Happiness,"Well, I guess we don't need glasses.",63,0,4.0,3.0,3.0
Ses02M_script02_2,Ses02M_script02_2_F044,sad,Happiness,Sadness,Sadness,"Augie, I'm sorry.",64,1,2.5,2.5,3.0
Ses02M_script02_2,Ses02M_script02_2_M045,hap,Happiness,Happiness,Neutral,"Shh, if we're very quiet the fish might come.",65,0,3.5,2.0,3.0
Ses02M_script02_2,Ses02M_script02_2_F045,hap,Happiness,Happiness,Neutral,Or not.,66,0,4.0,2.5,2.5
Ses02M_script02_2,Ses02M_script02_2_F045,hap,Happiness,Happiness,Neutral,Or not.,67,0,4.0,2.5,2.5
Ses02M_script02_2,Ses02M_script02_2_F046,neu,Other,Neutral,Neutral,Hmm.,68,2,5.0,4.0,0.5
Ses02F_impro07,Ses02F_impro07_M000,neu,Neutral,Happiness,Neutral,"So, how's it going?",0,2,4.0,3.5,3.5
Ses02F_impro07,Ses02F_impro07_M001,exc,Excited,Surprise,Excited,"Oh, you got what?  Where?",1,4,3.5,3.0,3.5
Ses02F_impro07,Ses02F_impro07_F001,exc,Excited,Excited,Excited,I got into U.S.C.,2,4,5.0,4.0,4.0
Ses02F_impro07,Ses02F_impro07_M002,exc,Excited,Surprise,Excited,"Oh, no way.",3,4,5.0,3.5,4.0
Ses02F_impro07,Ses02F_impro07_F002,exc,Excited,Excited,Excited,"Yeah, I'm so excited.  So I'm gonna say--",4,4,4.5,4.0,4.5
Ses02F_impro07,Ses02F_impro07_M003,exc,Excited,Surprise,Excited,Are you gonna go? you gonna-,5,4,3.0,3.5,3.0
Ses02F_impro07,Ses02F_impro07_F003,exc,Excited,Excited,Excited,"Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway.",6,4,4.0,4.0,4.5
Ses02F_impro07,Ses02F_impro07_F004,exc,Excited,Excited,Excited,So--,7,4,4.0,3.5,3.0
Ses02F_impro07,Ses02F_impro07_M004,exc,Excited,Surprise,Excited,"Wow, that's...",8,4,4.0,3.0,3.5
Ses02F_impro07,Ses02F_impro07_M005,exc,Excited,Excited,Excited,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know",9,4,5.0,4.0,4.5
Ses02F_impro07,Ses02F_impro07_F005,exc,Excited,Excited,Excited,"Yeah, I know.",10,4,4.0,3.5,3.0
Ses02F_impro07,Ses02F_impro07_F006,exc,Excited,Excited,Excited,Absolutely. I'm so excited.,11,4,5.0,4.0,3.5
Ses02F_impro07,Ses02F_impro07_F007,exc,Excited,Excited,Excited,"I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like...",12,4,4.5,4.0,4.0
Ses02F_impro07,Ses02F_impro07_F008,exc,Excited,Excited,Excited,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school",13,4,4.5,4.0,4.5
Ses02F_impro07,Ses02F_impro07_M006,exc,Excited,Excited,Excited,"Yeah, no, definitely--It's gonna..",14,4,3.5,3.0,3.5
Ses02F_impro07,Ses02F_impro07_M007,exc,Excited,Excited,Excited,Yeah.,15,4,3.5,3.0,3.0
Ses02F_impro07,Ses02F_impro07_F009,exc,Excited,Excited,Excited,"and like-- The football team--And like all the-...you- what I mean, like...",16,4,4.0,4.5,4.5
Ses02F_impro07,Ses02F_impro07_M008,exc,Excited,Excited,Excited,Yeah,17,4,4.0,3.0,4.0
Ses02F_impro07,Ses02F_impro07_M009,exc,Excited,Happiness,Excited,Fight on.,18,4,3.5,2.5,3.0
Ses02F_impro07,Ses02F_impro07_F010,exc,Excited,Excited,Excited,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C.",19,4,3.5,4.0,4.5
Ses02F_impro07,Ses02F_impro07_F011,exc,Excited,Excited,Excited,"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you...",20,4,4.0,4.0,4.5
Ses02F_impro07,Ses02F_impro07_M010,exc,Excited,Happiness,Excited,[LAUGHTER],21,4,4.5,3.5,4.0
Ses02F_impro07,Ses02F_impro07_M011,exc,Excited,Excited,Excited,Wow. That's cool.,22,4,4.0,2.5,3.0
Ses02F_impro07,Ses02F_impro07_F012,exc,Excited,Excited,Excited,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?",23,4,4.0,3.0,4.0
Ses02F_impro07,Ses02F_impro07_F013,exc,Excited,Excited,Excited,Like it has some prestige. so,24,4,4.0,3.5,3.5
Ses02F_impro07,Ses02F_impro07_F014,exc,Excited,Happiness,Excited,"Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--",25,4,3.0,3.5,4.0
Ses02F_impro07,Ses02F_impro07_F015,exc,Excited,Happiness,Excited,"Like, now that I'm accepted, it's just, like, such a huge load off my mind.",26,4,4.0,3.5,4.5
Ses02F_impro07,Ses02F_impro07_F016,exc,Excited,Happiness,Excited,I don't mind worrying about all the paperwork.  You know--,27,4,3.5,3.0,4.0
Ses02F_impro07,Ses02F_impro07_M016,neu,Excited,Neutral,Neutral,So...,28,2,3.5,2.5,2.0
Ses02F_impro07,Ses02F_impro07_F017,exc,Excited,Happiness,Excited,"Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know",29,4,3.5,3.0,4.0
Ses02F_impro07,Ses02F_impro07_M017,exc,Excited,Excited,Neutral,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess.",30,4,4.0,3.5,4.0
Ses02F_impro07,Ses02F_impro07_F018,exc,Excited,Excited,Excited,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited.",31,4,4.5,4.0,4.5
Ses02F_impro07,Ses02F_impro07_M018,hap,Happiness,Happiness,Neutral,That'll be awesome.,32,0,4.0,2.5,3.5
Ses02F_impro07,Ses02F_impro07_M019,hap,Happiness,Happiness,Neutral,"I mean because you went to the campus before, right?",33,0,4.0,3.0,3.0
Ses02F_impro07,Ses02F_impro07_F019,exc,Excited,Excited,Excited,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate.",34,4,4.0,3.0,4.0
Ses02F_impro07,Ses02F_impro07_F020,exc,Excited,Excited,Excited,"You know what I mean?  Like, it's like exactly what I want.",35,4,4.0,3.5,3.5
Ses02F_impro07,Ses02F_impro07_F021,exc,Excited,Excited,Excited,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first...",36,4,4.0,3.0,3.5
Ses02F_impro07,Ses02F_impro07_F022,exc,Excited,Happiness,Excited,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?",37,4,3.5,3.5,4.0
Ses02F_impro07,Ses02F_impro07_F023,exc,Excited,Happiness,Excited,"So, um, so I don't know.",38,4,4.0,3.0,2.5
Ses02F_impro07,Ses02F_impro07_F024,exc,Excited,Happiness,Excited,I mean I'm gonna take a bunch of stuff and see.,39,4,4.0,3.0,3.5
Ses02F_impro07,Ses02F_impro07_M023,exc,Excited,Excited,Neutral,Oh man.,40,4,4.0,2.5,2.5
Ses02F_impro07,Ses02F_impro07_F025,exc,Excited,Happiness,Excited,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean.",41,4,4.0,4.0,4.0
Ses02F_impro07,Ses02F_impro07_F026,exc,Excited,Excited,Excited,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean.",42,4,4.5,4.5,4.5
